2.1961e-05	2.1584e-05	2.0488e-05	1.8772e-05	1.6584e-05	1.4109e-05	1.1547e-05	9.0855e-06	6.8877e-06	5.0715e-06	3.6997e-06	2.7802e-06	2.2693e-06	2.0843e-06	2.1185e-06	2.2598e-06	2.4086e-06	2.4900e-06	2.4652e-06	2.3310e-06	2.1183e-06	1.8812e-06	1.6840e-06	1.5879e-06	1.6370e-06	1.8499e-06	2.2148e-06	2.6922e-06	3.2207e-06	3.7287e-06	4.1479e-06	4.4258e-06	4.5352e-06	4.4821e-06	4.3034e-06	4.0618e-06	3.8358e-06	3.7048e-06	3.7342e-06	3.9632e-06	4.3938e-06	4.9902e-06	5.6812e-06	6.3709e-06	6.9550e-06	7.3415e-06	7.4675e-06	7.3163e-06	6.9280e-06	6.3991e-06	5.8745e-06	5.5307e-06	5.5503e-06	6.0940e-06	7.2731e-06	9.1249e-06	1.1601e-05	1.4563e-05	1.7793e-05	2.1016e-05	2.3936e-05	2.6265e-05	2.7769e-05	2.8289e-05
2.1961e-05	2.1555e-05	2.0377e-05	1.8539e-05	1.6206e-05	1.3586e-05	1.0901e-05	8.3601e-06	6.1418e-06	4.3703e-06	3.1097e-06	2.3569e-06	2.0520e-06	2.0891e-06	2.3365e-06	2.6582e-06	2.9341e-06	3.0769e-06	3.0434e-06	2.8363e-06	2.5016e-06	2.1149e-06	1.7676e-06	1.5471e-06	1.5211e-06	1.7247e-06	2.1533e-06	2.7637e-06	3.4801e-06	4.2083e-06	4.8513e-06	5.3261e-06	5.5792e-06	5.5936e-06	5.3946e-06	5.0443e-06	4.6305e-06	4.2522e-06	4.0002e-06	3.9426e-06	4.1100e-06	4.4898e-06	5.0265e-06	5.6327e-06	6.2028e-06	6.6349e-06	6.8510e-06	6.8169e-06	6.5537e-06	6.1420e-06	5.7147e-06	5.4423e-06	5.5064e-06	6.0708e-06	7.2531e-06	9.0988e-06	1.1566e-05	1.4523e-05	1.7752e-05	2.0984e-05	2.3913e-05	2.6254e-05	2.7765e-05	2.8289e-05
2.1961e-05	2.1526e-05	2.0267e-05	1.8304e-05	1.5826e-05	1.3061e-05	1.0252e-05	7.6319e-06	5.3917e-06	3.6662e-06	2.5166e-06	1.9317e-06	1.8336e-06	2.0940e-06	2.5557e-06	3.0589e-06	3.4625e-06	3.6672e-06	3.6245e-06	3.3443e-06	2.8866e-06	2.3500e-06	1.8516e-06	1.5061e-06	1.4046e-06	1.5990e-06	2.0917e-06	2.8356e-06	3.7409e-06	4.6900e-06	5.5578e-06	6.2313e-06	6.6276e-06	6.7102e-06	6.4914e-06	6.0319e-06	5.4294e-06	4.8022e-06	4.2673e-06	3.9220e-06	3.8247e-06	3.9864e-06	4.3686e-06	4.8910e-06	5.4470e-06	5.9249e-06	6.2318e-06	6.3154e-06	6.1777e-06	5.8834e-06	5.5542e-06	5.3540e-06	5.4625e-06	6.0473e-06	7.2330e-06	9.0723e-06	1.1532e-05	1.4482e-05	1.7713e-05	2.0950e-05	2.3890e-05	2.6242e-05	2.7762e-05	2.8289e-05
2.1961e-05	2.1498e-05	2.0159e-05	1.8079e-05	1.5460e-05	1.2553e-05	9.6258e-06	6.9277e-06	4.6679e-06	2.9862e-06	1.9441e-06	1.5212e-06	1.6228e-06	2.0985e-06	2.7675e-06	3.4452e-06	3.9726e-06	4.2367e-06	4.1854e-06	3.8345e-06	3.2584e-06	2.5769e-06	1.9327e-06	1.4665e-06	1.2922e-06	1.4776e-06	2.0320e-06	2.9046e-06	3.9924e-06	5.1552e-06	6.2404e-06	7.1049e-06	7.6406e-06	7.7886e-06	7.5498e-06	6.9849e-06	6.2002e-06	5.3333e-06	4.5253e-06	3.9021e-06	3.5494e-06	3.5007e-06	3.7337e-06	4.1751e-06	4.7173e-06	5.2395e-06	5.6342e-06	5.8307e-06	5.8143e-06	5.6341e-06	5.3996e-06	5.2680e-06	5.4197e-06	6.0250e-06	7.2137e-06	9.0475e-06	1.1498e-05	1.4443e-05	1.7674e-05	2.0917e-05	2.3867e-05	2.6231e-05	2.7759e-05	2.8289e-05
2.1961e-05	2.1473e-05	2.0061e-05	1.7870e-05	1.5121e-05	1.2084e-05	9.0465e-06	6.2778e-06	3.9986e-06	2.3576e-06	1.4150e-06	1.1418e-06	1.4279e-06	2.1028e-06	2.9631e-06	3.8025e-06	4.4441e-06	4.7628e-06	4.7042e-06	4.2880e-06	3.6023e-06	2.7866e-06	2.0078e-06	1.4299e-06	1.1883e-06	1.3654e-06	1.9770e-06	2.9687e-06	4.2248e-06	5.5852e-06	6.8711e-06	7.9128e-06	8.5763e-06	8.7853e-06	8.5285e-06	7.8662e-06	6.9132e-06	5.8239e-06	4.7638e-06	3.8838e-06	3.2948e-06	3.0518e-06	3.1467e-06	3.5135e-06	4.0427e-06	4.6059e-06	5.0815e-06	5.3832e-06	5.4787e-06	5.4032e-06	5.2562e-06	5.1891e-06	5.3804e-06	6.0040e-06	7.1960e-06	9.0241e-06	1.1466e-05	1.4407e-05	1.7638e-05	2.0887e-05	2.3847e-05	2.6221e-05	2.7756e-05	2.8289e-05
2.1961e-05	2.1450e-05	1.9973e-05	1.7687e-05	1.4823e-05	1.1672e-05	8.5377e-06	5.7064e-06	3.4106e-06	1.8053e-06	9.5013e-07	8.0840e-07	1.2567e-06	2.1068e-06	3.1351e-06	4.1165e-06	4.8584e-06	5.2254e-06	5.1599e-06	4.6860e-06	3.9041e-06	2.9709e-06	2.0735e-06	1.3977e-06	1.0970e-06	1.2668e-06	1.9285e-06	3.0251e-06	4.4292e-06	5.9632e-06	7.4250e-06	8.6225e-06	9.3989e-06	9.6607e-06	9.3887e-06	8.6403e-06	7.5395e-06	6.2554e-06	4.9734e-06	3.8680e-06	3.0713e-06	2.6573e-06	2.6309e-06	2.9320e-06	3.4502e-06	4.0489e-06	4.5960e-06	4.9896e-06	5.1841e-06	5.2005e-06	5.1303e-06	5.1195e-06	5.3459e-06	5.9859e-06	7.1804e-06	9.0032e-06	1.1439e-05	1.4375e-05	1.7606e-05	2.0861e-05	2.3829e-05	2.6211e-05	2.7754e-05	2.8289e-05
2.1962e-05	2.1431e-05	1.9902e-05	1.7535e-05	1.4578e-05	1.1333e-05	8.1194e-06	5.2365e-06	2.9273e-06	1.3512e-06	5.6792e-07	5.3430e-07	1.1159e-06	2.1099e-06	3.2763e-06	4.3746e-06	5.1990e-06	5.6056e-06	5.5346e-06	5.0135e-06	4.1522e-06	3.1224e-06	2.1275e-06	1.3713e-06	1.0219e-06	1.1857e-06	1.8886e-06	3.0713e-06	4.5972e-06	6.2736e-06	7.8808e-06	9.2059e-06	1.0075e-05	1.0381e-05	1.0096e-05	9.2766e-06	8.0541e-06	6.6098e-06	5.1461e-06	3.8545e-06	2.8875e-06	2.3329e-06	2.2068e-06	2.4539e-06	2.9628e-06	3.5914e-06	4.1969e-06	4.6663e-06	4.9415e-06	5.0340e-06	5.0270e-06	5.0626e-06	5.3175e-06	5.9708e-06	7.1675e-06	8.9864e-06	1.1417e-05	1.4349e-05	1.7580e-05	2.0839e-05	2.3814e-05	2.6204e-05	2.7752e-05	2.8289e-05
2.1961e-05	2.1418e-05	1.9849e-05	1.7423e-05	1.4396e-05	1.1080e-05	7.8081e-06	4.8866e-06	2.5677e-06	1.0134e-06	2.8354e-07	3.3036e-07	1.0112e-06	2.1121e-06	3.3814e-06	4.5670e-06	5.4524e-06	5.8884e-06	5.8131e-06	5.2570e-06	4.3369e-06	3.2352e-06	2.1678e-06	1.3516e-06	9.6606e-07	1.1254e-06	1.8590e-06	3.1057e-06	4.7225e-06	6.5048e-06	8.2196e-06	9.6397e-06	1.0578e-05	1.0916e-05	1.0622e-05	9.7503e-06	8.4377e-06	6.8737e-06	5.2741e-06	3.8446e-06	2.7507e-06	2.0916e-06	1.8914e-06	2.0982e-06	2.6002e-06	3.2509e-06	3.8997e-06	4.4256e-06	4.7609e-06	4.9102e-06	4.9501e-06	5.0200e-06	5.2966e-06	5.9596e-06	7.1581e-06	8.9737e-06	1.1400e-05	1.4329e-05	1.7561e-05	2.0822e-05	2.3803e-05	2.6197e-05	2.7750e-05	2.8289e-05
2.1961e-05	2.1408e-05	1.9816e-05	1.7354e-05	1.4284e-05	1.0925e-05	7.6163e-06	4.6714e-06	2.3459e-06	8.0522e-07	1.0828e-07	2.0468e-07	9.4663e-07	2.1135e-06	3.4463e-06	4.6852e-06	5.6086e-06	6.0630e-06	5.9851e-06	5.4072e-06	4.4510e-06	3.3047e-06	2.1929e-06	1.3396e-06	9.3164e-07	1.0882e-06	1.8408e-06	3.1271e-06	4.7994e-06	6.6473e-06	8.4286e-06	9.9074e-06	1.0888e-05	1.1246e-05	1.0945e-05	1.0042e-05	8.6733e-06	7.0364e-06	5.3532e-06	3.8387e-06	2.6661e-06	1.9429e-06	1.6970e-06	1.8789e-06	2.3769e-06	3.0407e-06	3.7168e-06	4.2774e-06	4.6501e-06	4.8337e-06	4.9026e-06	4.9936e-06	5.2833e-06	5.9530e-06	7.1519e-06	8.9660e-06	1.1390e-05	1.4317e-05	1.7549e-05	2.0812e-05	2.3796e-05	2.6195e-05	2.7749e-05	2.8289e-05
2.1962e-05	2.1406e-05	1.9805e-05	1.7331e-05	1.4246e-05	1.0873e-05	7.5514e-06	4.5988e-06	2.2709e-06	7.3490e-07	4.9071e-08	1.6222e-07	9.2481e-07	2.1140e-06	3.4682e-06	4.7250e-06	5.6612e-06	6.1218e-06	6.0432e-06	5.4582e-06	4.4895e-06	3.3279e-06	2.2012e-06	1.3353e-06	9.2001e-07	1.0757e-06	1.8347e-06	3.1342e-06	4.8253e-06	6.6953e-06	8.4992e-06	9.9978e-06	1.0993e-05	1.1358e-05	1.1055e-05	1.0140e-05	8.7530e-06	7.0912e-06	5.3799e-06	3.8368e-06	2.6378e-06	1.8927e-06	1.6311e-06	1.8050e-06	2.3014e-06	2.9702e-06	3.6549e-06	4.2271e-06	4.6122e-06	4.8080e-06	4.8867e-06	4.9850e-06	5.2791e-06	5.9506e-06	7.1497e-06	8.9634e-06	1.1386e-05	1.4314e-05	1.7545e-05	2.0809e-05	2.3794e-05	2.6193e-05	2.7749e-05	2.8288e-05
